day,day_label,week,week_label,month,month_label,quarter,quarter_label,fiscalhalf,fiscalhalf_label,fiscalyear,fiscalyear_label,dayofweek,dayofweek_label,dayofseason,dayofseason_label,weekofyear,weekofyear_label,weakofseason,weakofseason_label
20160415,4/15/2016,W15_2016,4/15/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS14,DOS 14,WY16,Week 16,WS02,WOS 02
20160416,4/16/2016,W16_2016,4/22/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS15,DOS 15,WY17,Week 17,WS03,WOS 03
20160417,4/17/2016,W16_2016,4/22/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS16,DOS 16,WY17,Week 17,WS03,WOS 03
20160418,4/18/2016,W16_2016,4/22/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS17,DOS 17,WY17,Week 17,WS03,WOS 03
20160419,4/19/2016,W16_2016,4/22/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS18,DOS 18,WY17,Week 17,WS03,WOS 03
20160420,4/20/2016,W16_2016,4/22/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS19,DOS 19,WY17,Week 17,WS03,WOS 03
20160421,4/21/2016,W16_2016,4/22/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS20,DOS 20,WY17,Week 17,WS03,WOS 03
20160422,4/22/2016,W16_2016,4/22/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS21,DOS 21,WY17,Week 17,WS03,WOS 03
20160423,4/23/2016,W17_2016,4/29/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS22,DOS 22,WY18,Week 18,WS04,WOS 04
20160424,4/24/2016,W17_2016,4/29/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS23,DOS 23,WY18,Week 18,WS04,WOS 04
20160425,4/25/2016,W17_2016,4/29/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS24,DOS 24,WY18,Week 18,WS04,WOS 04
20160426,4/26/2016,W17_2016,4/29/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS25,DOS 25,WY18,Week 18,WS04,WOS 04
20160427,4/27/2016,W17_2016,4/29/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS26,DOS 26,WY18,Week 18,WS04,WOS 04
20160428,4/28/2016,W17_2016,4/29/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS27,DOS 27,WY18,Week 18,WS04,WOS 04
20160429,4/29/2016,W17_2016,4/29/2016,APR_2016,April FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS28,DOS 28,WY18,Week 18,WS04,WOS 04
20160430,4/30/2016,W18_2016,5/6/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS29,DOS 29,WY19,Week 19,WS05,WOS 05
20160501,5/1/2016,W18_2016,5/6/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS30,DOS 30,WY19,Week 19,WS05,WOS 05
20160502,5/2/2016,W18_2016,5/6/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS31,DOS 31,WY19,Week 19,WS05,WOS 05
20160503,5/3/2016,W18_2016,5/6/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS32,DOS 32,WY19,Week 19,WS05,WOS 05
20160504,5/4/2016,W18_2016,5/6/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS33,DOS 33,WY19,Week 19,WS05,WOS 05
20160505,5/5/2016,W18_2016,5/6/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS34,DOS 34,WY19,Week 19,WS05,WOS 05
20160506,5/6/2016,W18_2016,5/6/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS35,DOS 35,WY19,Week 19,WS05,WOS 05
20160507,5/7/2016,W19_2016,5/13/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS36,DOS 36,WY20,Week 20,WS06,WOS 06
20160508,5/8/2016,W19_2016,5/13/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS37,DOS 37,WY20,Week 20,WS06,WOS 06
20160509,5/9/2016,W19_2016,5/13/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS38,DOS 38,WY20,Week 20,WS06,WOS 06
20160510,5/10/2016,W19_2016,5/13/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS39,DOS 39,WY20,Week 20,WS06,WOS 06
20160511,5/11/2016,W19_2016,5/13/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS40,DOS 40,WY20,Week 20,WS06,WOS 06
20160512,5/12/2016,W19_2016,5/13/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS41,DOS 41,WY20,Week 20,WS06,WOS 06
20160513,5/13/2016,W19_2016,5/13/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS42,DOS 42,WY20,Week 20,WS06,WOS 06
20160514,5/14/2016,W20_2016,5/20/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS43,DOS 43,WY21,Week 21,WS07,WOS 07
20160515,5/15/2016,W20_2016,5/20/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS44,DOS 44,WY21,Week 21,WS07,WOS 07
20160516,5/16/2016,W20_2016,5/20/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS45,DOS 45,WY21,Week 21,WS07,WOS 07
20160517,5/17/2016,W20_2016,5/20/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS46,DOS 46,WY21,Week 21,WS07,WOS 07
20160518,5/18/2016,W20_2016,5/20/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS47,DOS 47,WY21,Week 21,WS07,WOS 07
20160519,5/19/2016,W20_2016,5/20/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS48,DOS 48,WY21,Week 21,WS07,WOS 07
20160520,5/20/2016,W20_2016,5/20/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS49,DOS 49,WY21,Week 21,WS07,WOS 07
20160521,5/21/2016,W21_2016,5/27/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS50,DOS 50,WY22,Week 22,WS08,WOS 08
20160522,5/22/2016,W21_2016,5/27/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS51,DOS 51,WY22,Week 22,WS08,WOS 08
20160523,5/23/2016,W21_2016,5/27/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS52,DOS 52,WY22,Week 22,WS08,WOS 08
20160524,5/24/2016,W21_2016,5/27/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS53,DOS 53,WY22,Week 22,WS08,WOS 08
20160525,5/25/2016,W21_2016,5/27/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS54,DOS 54,WY22,Week 22,WS08,WOS 08
20160526,5/26/2016,W21_2016,5/27/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS55,DOS 55,WY22,Week 22,WS08,WOS 08
20160527,5/27/2016,W21_2016,5/27/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS56,DOS 56,WY22,Week 22,WS08,WOS 08
20160528,5/28/2016,W22_2016,6/3/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS57,DOS 57,WY23,Week 23,WS09,WOS 09
20160529,5/29/2016,W22_2016,6/3/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS58,DOS 58,WY23,Week 23,WS09,WOS 09
20160530,5/30/2016,W22_2016,6/3/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS59,DOS 59,WY23,Week 23,WS09,WOS 09
20160531,5/31/2016,W22_2016,6/3/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS60,DOS 60,WY23,Week 23,WS09,WOS 09
20160601,6/1/2016,W22_2016,6/3/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS61,DOS 61,WY23,Week 23,WS09,WOS 09
20160602,6/2/2016,W22_2016,6/3/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS62,DOS 62,WY23,Week 23,WS09,WOS 09
20160603,6/3/2016,W22_2016,6/3/2016,MAY_2016,May FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS63,DOS 63,WY23,Week 23,WS09,WOS 09
20160604,6/4/2016,W23_2016,6/10/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS64,DOS 64,WY24,Week 24,WS10,WOS 10
20160605,6/5/2016,W23_2016,6/10/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS65,DOS 65,WY24,Week 24,WS10,WOS 10
20160606,6/6/2016,W23_2016,6/10/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS66,DOS 66,WY24,Week 24,WS10,WOS 10
20160607,6/7/2016,W23_2016,6/10/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS67,DOS 67,WY24,Week 24,WS10,WOS 10
20160608,6/8/2016,W23_2016,6/10/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS68,DOS 68,WY24,Week 24,WS10,WOS 10
20160609,6/9/2016,W23_2016,6/10/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS69,DOS 69,WY24,Week 24,WS10,WOS 10
20160610,6/10/2016,W23_2016,6/10/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS70,DOS 70,WY24,Week 24,WS10,WOS 10
20160611,6/11/2016,W24_2016,6/17/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS71,DOS 71,WY25,Week 25,WS11,WOS 11
20160612,6/12/2016,W24_2016,6/17/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS72,DOS 72,WY25,Week 25,WS11,WOS 11
20160613,6/13/2016,W24_2016,6/17/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS73,DOS 73,WY25,Week 25,WS11,WOS 11
20160614,6/14/2016,W24_2016,6/17/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS74,DOS 74,WY25,Week 25,WS11,WOS 11
20160615,6/15/2016,W24_2016,6/17/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS75,DOS 75,WY25,Week 25,WS11,WOS 11
20160616,6/16/2016,W24_2016,6/17/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS76,DOS 76,WY25,Week 25,WS11,WOS 11
20160617,6/17/2016,W24_2016,6/17/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS77,DOS 77,WY25,Week 25,WS11,WOS 11
20160618,6/18/2016,W25_2016,6/24/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS78,DOS 78,WY26,Week 26,WS12,WOS 12
20160619,6/19/2016,W25_2016,6/24/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS79,DOS 79,WY26,Week 26,WS12,WOS 12
20160620,6/20/2016,W25_2016,6/24/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS80,DOS 80,WY26,Week 26,WS12,WOS 12
20160621,6/21/2016,W25_2016,6/24/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS81,DOS 81,WY26,Week 26,WS12,WOS 12
20160622,6/22/2016,W25_2016,6/24/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS82,DOS 82,WY26,Week 26,WS12,WOS 12
20160623,6/23/2016,W25_2016,6/24/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS83,DOS 83,WY26,Week 26,WS12,WOS 12
20160624,6/24/2016,W25_2016,6/24/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS84,DOS 84,WY26,Week 26,WS12,WOS 12
20160625,6/25/2016,W26_2016,7/1/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SAT,Saturday,DOS85,DOS 85,WY27,Week 27,WS13,WOS 13
20160626,6/26/2016,W26_2016,7/1/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,SUN,Sunday,DOS86,DOS 86,WY27,Week 27,WS13,WOS 13
20160627,6/27/2016,W26_2016,7/1/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,MON,Monday,DOS87,DOS 87,WY27,Week 27,WS13,WOS 13
20160628,6/28/2016,W26_2016,7/1/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,TUE,Tuesday,DOS88,DOS 88,WY27,Week 27,WS13,WOS 13
20160629,6/29/2016,W26_2016,7/1/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,WED,Wednesday,DOS89,DOS 89,WY27,Week 27,WS13,WOS 13
20160630,6/30/2016,W26_2016,7/1/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,THR,Thursday,DOS90,DOS 90,WY27,Week 27,WS13,WOS 13
20160701,7/1/2016,W26_2016,7/1/2016,JUN_2016,June FY 2016,Q2_2016,Quarter 2 FY 2016,S2_2016,Season 2 FY 2016,A2016,FY2016,FRI,Friday,DOS91,DOS 91,WY27,Week 27,WS13,WOS 13
20160702,7/2/2016,W27_2016,7/8/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SAT,Saturday,DOS01,DOS 01,WY28,Week 28,WS01,WOS 01
20160703,7/3/2016,W27_2016,7/8/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SUN,Sunday,DOS02,DOS 02,WY28,Week 28,WS01,WOS 01
20160704,7/4/2016,W27_2016,7/8/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,MON,Monday,DOS03,DOS 03,WY28,Week 28,WS01,WOS 01
20160705,7/5/2016,W27_2016,7/8/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,TUE,Tuesday,DOS04,DOS 04,WY28,Week 28,WS01,WOS 01
20160706,7/6/2016,W27_2016,7/8/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,WED,Wednesday,DOS05,DOS 05,WY28,Week 28,WS01,WOS 01
20160707,7/7/2016,W27_2016,7/8/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,THR,Thursday,DOS06,DOS 06,WY28,Week 28,WS01,WOS 01
20160708,7/8/2016,W27_2016,7/8/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,FRI,Friday,DOS07,DOS 07,WY28,Week 28,WS01,WOS 01
20160709,7/9/2016,W28_2016,7/15/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SAT,Saturday,DOS08,DOS 08,WY29,Week 29,WS02,WOS 02
20160710,7/10/2016,W28_2016,7/15/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SUN,Sunday,DOS09,DOS 09,WY29,Week 29,WS02,WOS 02
20160711,7/11/2016,W28_2016,7/15/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,MON,Monday,DOS10,DOS 10,WY29,Week 29,WS02,WOS 02
20160712,7/12/2016,W28_2016,7/15/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,TUE,Tuesday,DOS11,DOS 11,WY29,Week 29,WS02,WOS 02
20160713,7/13/2016,W28_2016,7/15/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,WED,Wednesday,DOS12,DOS 12,WY29,Week 29,WS02,WOS 02
20160714,7/14/2016,W28_2016,7/15/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,THR,Thursday,DOS13,DOS 13,WY29,Week 29,WS02,WOS 02
20160715,7/15/2016,W28_2016,7/15/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,FRI,Friday,DOS14,DOS 14,WY29,Week 29,WS02,WOS 02
20160716,7/16/2016,W29_2016,7/22/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SAT,Saturday,DOS15,DOS 15,WY30,Week 30,WS03,WOS 03
20160717,7/17/2016,W29_2016,7/22/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SUN,Sunday,DOS16,DOS 16,WY30,Week 30,WS03,WOS 03
20160718,7/18/2016,W29_2016,7/22/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,MON,Monday,DOS17,DOS 17,WY30,Week 30,WS03,WOS 03
20160719,7/19/2016,W29_2016,7/22/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,TUE,Tuesday,DOS18,DOS 18,WY30,Week 30,WS03,WOS 03
20160720,7/20/2016,W29_2016,7/22/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,WED,Wednesday,DOS19,DOS 19,WY30,Week 30,WS03,WOS 03
20160721,7/21/2016,W29_2016,7/22/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,THR,Thursday,DOS20,DOS 20,WY30,Week 30,WS03,WOS 03
20160722,7/22/2016,W29_2016,7/22/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,FRI,Friday,DOS21,DOS 21,WY30,Week 30,WS03,WOS 03
20160723,7/23/2016,W30_2016,7/29/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SAT,Saturday,DOS22,DOS 22,WY31,Week 31,WS04,WOS 04
20160724,7/24/2016,W30_2016,7/29/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SUN,Sunday,DOS23,DOS 23,WY31,Week 31,WS04,WOS 04
20160725,7/25/2016,W30_2016,7/29/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,MON,Monday,DOS24,DOS 24,WY31,Week 31,WS04,WOS 04
20160726,7/26/2016,W30_2016,7/29/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,TUE,Tuesday,DOS25,DOS 25,WY31,Week 31,WS04,WOS 04
20160727,7/27/2016,W30_2016,7/29/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,WED,Wednesday,DOS26,DOS 26,WY31,Week 31,WS04,WOS 04
20160728,7/28/2016,W30_2016,7/29/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,THR,Thursday,DOS27,DOS 27,WY31,Week 31,WS04,WOS 04
20160729,7/29/2016,W30_2016,7/29/2016,JUL_2016,July FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,FRI,Friday,DOS28,DOS 28,WY31,Week 31,WS04,WOS 04
20160730,7/30/2016,W31_2016,8/5/2016,AUG_2016,August FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SAT,Saturday,DOS29,DOS 29,WY32,Week 32,WS05,WOS 05
20160731,7/31/2016,W31_2016,8/5/2016,AUG_2016,August FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,SUN,Sunday,DOS30,DOS 30,WY32,Week 32,WS05,WOS 05
20160801,8/1/2016,W31_2016,8/5/2016,AUG_2016,August FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,MON,Monday,DOS31,DOS 31,WY32,Week 32,WS05,WOS 05
20160802,8/2/2016,W31_2016,8/5/2016,AUG_2016,August FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,TUE,Tuesday,DOS32,DOS 32,WY32,Week 32,WS05,WOS 05
20160803,8/3/2016,W31_2016,8/5/2016,AUG_2016,August FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,WED,Wednesday,DOS33,DOS 33,WY32,Week 32,WS05,WOS 05
20160804,8/4/2016,W31_2016,8/5/2016,AUG_2016,August FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,THR,Thursday,DOS34,DOS 34,WY32,Week 32,WS05,WOS 05
20160805,8/5/2016,W31_2016,8/5/2016,AUG_2016,August FY 2016,Q3_2016,Quarter 3 FY 2016,S3_2016,Season 3 FY 2016,A2016,FY2016,FRI,Friday,DOS35,DOS 35,WY32,Week 32,WS05,WOS 05
